time,commands[0],commands[1],commands[2],commands[3],position.x,position.y,position.z,R11,R21,R31,R12,R22,R32,vel.x,vel.y,vel.z,ang_vel_x,ang_vel_y,ang_vel_z,command_state_flag,roll,pitch,yaw
1681856264.161207,164,128,151,128,-0.2441299252709519,1.01541426210655,1.1482612877885143,0.9980332624709736,0.06112163006620198,0.013919530868357144,0.062470436873530176,-0.9513389944569174,-0.3017475138961905,0.5537832358600512,-0.13701789681085613,1.4075078946245962,1.2379688441897991,-0.17719614227321065,0.05166801996661279,0,-2.8350369121484507,-0.013919980400151077,0.0611656843133437
1681856264.1821356,164,128,151,128,-0.2346445161563451,1.012486723422791,1.174520568028852,0.9980495030755672,0.06150291203390652,0.010704261859784878,0.061656416007624025,-0.9442574380680604,-0.32338270983192285,0.3909678332963124,-0.14146124469654225,1.158061611647199,1.2587734097146064,-0.18071911831146065,0.05456786517132587,0,-2.8122709696113843,-0.0107044662882263,0.06154528227826565
1681856264.2033675,164,128,151,128,-0.22814967145668635,1.0094505629617458,1.196166669659264,0.9980505886584464,0.061963622479198635,0.007451977441186252,0.06072424660906114,-0.9365778319708736,-0.3451587034025073,0.2524473127558865,-0.14373309594413364,0.9299915785045536,1.2014562811011074,-0.17112220797384578,0.0465498694174856,0,-2.78917456683292,-0.007452046413404911,0.062005066466819185
1681856264.2256837,164,128,150,128,-0.2241296046547457,1.006238517125703,1.2140327447051638,0.998035020434186,0.0625278216676109,0.004045924423151398,0.05962956194650445,-0.927972715143134,-0.3678463745804062,0.13675749064919987,-0.1437640570662139,0.7199058796472043,1.0647915834548711,-0.14841025450926199,0.027402239465235446,0,-2.7648974678101523,-0.004045935461528982,0.06256915077177289
1681856264.2466426,164,128,150,128,-0.22242287196360053,1.0032500587930109,1.226753013216871,0.9980048127035792,0.06313203339301779,0.0008603372342521655,0.058494792446862114,-0.9193977875919968,-0.38895509692963226,0.04998533523191598,-0.14155846422485574,0.5389207401590709,0.8519178315940006,-0.11331204654947832,-0.002471077144828404,0,-2.7420953914553605,-0.0008603373403861525,0.06317406926897141
1681856264.2679222,164,128,151,128,-0.22219432044447907,1.0002911132061776,1.2361416600016468,0.9979587137306728,0.06381881116428592,-0.0023590317078525675,0.05723758897365287,-0.9102076956977706,-0.4101777774344168,-0.011047675734793587,-0.1371676776767501,0.38179472525544783,0.5676030936738274,-0.06680466684533944,-0.042435468585812784,0,-2.7189424182908777,0.002359033895872109,0.06386238933620769
1681856264.271257,164,128,151,128,-0.22226068825048603,0.9998373296172459,1.2373229403307238,0.9979500819611832,0.06393310956449354,-0.0028620648285342053,0.05703101852745005,-0.9087236238128068,-0.4134837825722333,-0.019901819847439068,-0.1360768086215757,0.3542324164845015,0.5591487236820004,-0.06541394359313575,-0.043620747965730386,1,-2.7153138585608443,0.0028620687359421915,0.06397700607853797
1681856264.2931163,164,128,151,128,-0.2231405422470956,0.9969501661704254,1.243339225059274,0.9979441000875916,0.06408881942415619,0.00044308597911541485,0.05847926067734995,-0.9077237410033444,-0.4154729667373362,-0.050979656751823435,-0.12899409531501188,0.2233105498384064,0.21919925726087827,0.020401157970850167,-0.08205471289044693,0,-2.7131298984207244,-0.00044308599361353446,0.06413277983945638
1681856264.3148932,164,128,151,128,-0.2243646659375912,0.994261055720603,1.246734665629727,0.997927736598484,0.06423608147077672,0.0037360894938790494,0.0599281213829033,-0.9067226894868192,-0.417447702877025,-0.056156875737667096,-0.1195110147721926,0.11428123771315872,0.026302587846081527,0.12119862214130875,-0.0880093942647945,0,-2.710954677078983,-0.003736098185550096,0.06428078889480175
1681856264.3362644,164,128,151,128,-0.22533932591141675,0.9918525008455944,1.248058374759866,0.997901582202626,0.06437296981549015,0.006967997892490832,0.06135586607018138,-0.9057355108546264,-0.4193788765253765,-0.03527777695183708,-0.10793568626363376,0.030664240433943314,-0.0909507242331226,0.25678531689873824,-0.06903057435927948,0,-2.7088204252382124,-0.006968054279916869,0.06441907794949134
